KDMO,small_airport,Sedalia Memorial Airport,38.70740128,-93.17590332,NA,US
KDNN,small_airport,Dalton Municipal Airport,34.72290039,-84.87020111,NA,US
KDNS,small_airport,Denison Municipal Airport,41.9864006,-95.38069916,NA,US
KDNV,small_airport,Vermilion Regional Airport,40.199124,-87.59663,NA,US
KDP,small_airport,Kandep Airport,-5.840611111,143.5072222,OC,PG
KDPG,small_airport,Michael AAF (Dugway Proving Ground) Airport,40.19940186,-112.9369965,NA,US
KDQ,small_airport,Kamberatoro Airport,-3.600556,141.051667,OC,PG
KDRM,small_airport,Drummond Island Airport,46.00930023,-83.74389648,NA,US
KDRO,small_airport,Durango La Plata County Airport,37.1515007,-107.7539978,NA,US
KDS,small_airport,Kamaran Downs Airport,-24.3388,139.2785,OC,AU
KDSV,small_airport,Dansville Municipal Airport,42.5709,-77.713097,NA,US
KDTA,small_airport,Delta Municipal Airport,39.38059998,-112.5080032,NA,US
KDTL,small_airport,Detroit Lakes Airport - Wething Field,46.82519913,-95.88569641,NA,US
KDTN,small_airport,Shreveport Downtown Airport,32.54019928,-93.74500275,NA,US
KDTS,small_airport,Destin Executive Airport,30.40010071,-86.47149658,NA,US
KDUA,small_airport,Durant Regional Airport - Eaker Field,33.942299,-96.395057,NA,US
KDUC,small_airport,Halliburton Field,34.47090149,-97.9598999,NA,US
KDVL,small_airport,Devils Lake Regional Airport,48.11420059,-98.90879822,NA,US
KDVN,small_airport,Davenport Municipal Airport,41.610432,-90.589693,NA,US
KDVO,small_airport,Marin County Airport - Gnoss Field,38.14360046,-122.5559998,NA,US
KDVP,small_airport,Slayton Municipal Airport,43.98680115,-95.7826004,NA,US
KDVT,small_airport,Phoenix Deer Valley Airport,33.68830109,-112.0830002,NA,US
KDWH,small_airport,David Wayne Hooks Memorial Airport,30.0618,-95.55280304,NA,US
KDXR,small_airport,Danbury Municipal Airport,41.37149811,-73.48220062,NA,US
KDYL,small_airport,Doylestown Airport,40.33300018,-75.12229919,NA,US
KE-0069,small_airport,Vipingo Estate Airport,-3.806666667,39.79738889,AF,KE
KE01,small_airport,Roy Hurd Memorial Airport,31.58250046,-102.9089966,NA,US
KE-0133,small_airport,Kichwa Tembo Airport,-1.263497,35.027533,AF,KE
KE-0182,small_airport,Ol Seki Airstrip,-1.378382,35.378453,AF,KE
KE-0208,small_airport,Olare Orok Airfield,-1.324213,35.246106,AF,KE
KE13,small_airport,Crane County Airport,31.4151001,-102.362999,NA,US
KE14,small_airport,Ohkay Owingeh Airport,36.02999878,-106.0459976,NA,US
KE24,small_airport,Whiteriver Airport,33.810175,-109.986555,NA,US
KE38,small_airport,Alpine Casparis Municipal Airport,30.38419914,-103.6839981,NA,US
KE51,small_airport,Bagdad Airport,34.592796,-113.171993,NA,US
KE-6087,small_airport,Mara North Conservancy Airstrip,-1.14542,35.124922,AF,KE
KE-6112,small_airport,Angama Airport,-1.27156,34.955513,AF,KE
KE-6121,small_airport,Musiara Airstrip,-1.298636,35.063885,AF,KE
KE-6208,small_airport,Olkiombo Airport,-1.408586,35.110689,AF,KE
KE-6978,small_airport,Kerio Valley Airport,0.319638014,35.66255951,AF,KE
KEAN,small_airport,Phifer Airfield,42.0555,-104.929001,NA,US
KEB,small_airport,Nanwalek Airport,59.35210037,-151.9250031,NA,US
KEBS,small_airport,Webster City Municipal Airport,42.43659973,-93.86889648,NA,US
KECS,small_airport,Mondell Field,43.885399,-104.318001,NA,US
KEDE,small_airport,Northeastern Regional Airport,36.02769852,-76.56710052,NA,US
KEDN,small_airport,Enterprise Municipal Airport,31.29969978,-85.89990234,NA,US
KEFK,small_airport,Northeast Kingdom International Airport,44.888802,-72.229202,NA,US
KEFW,small_airport,Jefferson Municipal Airport,42.0102005,-94.34259796,NA,US
KEG,small_airport,Keglsugl Airport,-5.832777778,145.0972222,OC,PG
KEGV,small_airport,Eagle River Union Airport,45.93230057,-89.26830292,NA,US
KEK,small_airport,Ekwok Airport,59.35680008,-157.470993,NA,US
KE-KIU,small_airport,Kiunga Airport,-1.743829012,41.48434448,AF,KE
KEKM,small_airport,Elkhart Municipal Airport,41.7193985,-86.00319672,NA,US
KEKX,small_airport,Addington Field / Elizabethtown Regional Airport,37.686001,-85.925003,NA,US
KELA,small_airport,Eagle Lake Airport,29.60059929,-96.32189941,NA,US
KE-LBK,small_airport,Liboi Airport,0.348333001,40.88169861,AF,KE
KE-LBN,small_airport,Lake Baringo Airport,0.666103005,36.10419083,AF,KE
KELK,small_airport,Elk City Regional Business Airport,35.43080139,-99.39430237,NA,US
KE-LKU,small_airport,Lake Rudolf Airport,3.416666985,35.8833313,AF,KE
KELN,small_airport,Bowers Field,47.03300095,-120.5309982,NA,US
KELZ,small_airport,Wellsville Municipal ArptTarantine Field,42.10950089,-77.98999786,NA,US
KEMM,small_airport,Kemmerer Municipal Airport,41.82410049,-110.5569992,NA,US
KEMP,small_airport,Emporia Municipal Airport,38.33209991,-96.19120026,NA,US
KE-MRE,small_airport,Mara Lodges Airport,-1.178275943,35.11130905,AF,KE
KEMT,small_airport,San Gabriel Valley Airport,34.086102,-118.035004,NA,US
KE-MUM,small_airport,Mumias Airport,0.355399,34.528234,AF,KE
KENL,small_airport,Centralia Municipal Airport,38.51509857,-89.0911026,NA,US
KEOK,small_airport,Keokuk Municipal Airport,40.4598999,-91.42849731,NA,US
KEPH,small_airport,Ephrata Municipal Airport,47.307598,-119.515999,NA,US
KEQA,small_airport,Captain Jack Thomas El Dorado Airport,37.77410126,-96.81759644,NA,US
KERR,small_airport,Errol Airport,44.79249954,-71.16419983,NA,US
KERV,small_airport,Kerrville Municipal Louis Schreiner Field,29.97669983,-99.08570099,NA,US
KESC,small_airport,Delta County Airport,45.72269821,-87.09369659,NA,US
KESN,small_airport,Easton Airport / Newnam Field,38.804199,-76.069,NA,US
KEST,small_airport,Estherville Municipal Airport,43.40739822,-94.74639893,NA,US
KESW,small_airport,Easton State Airport,47.25419998,-121.185997,NA,US
KETB,small_airport,West Bend Municipal Airport,43.422278,-88.128966,NA,US
KETN,small_airport,Eastland Municipal Airport,32.41350174,-98.80979919,NA,US
KEUF,small_airport,Weedon Field,31.95129967,-85.12889862,NA,US
KEVM,small_airport,Eveleth Virginia Municipal Airport,47.42509842,-92.49849701,NA,US
KEWK,small_airport,Newton City-County Airport,38.05820084,-97.27449799,NA,US
KEX,small_airport,Kanabea Airport,-7.538888889,145.905,OC,PG
KF05,small_airport,Wilbarger County Airport,34.22570038,-99.28379822,NA,US
KF70,small_airport,French Valley Airport,33.5742,-117.127998,NA,US
KFAM,small_airport,Farmington Regional Airport,37.76110077,-90.4285965,NA,US
KFBL,small_airport,Faribault Municipal Airport-Liz Wall Strohfus Field,44.32844,-93.312534,NA,US
KFBR,small_airport,Fort Bridger Airport,41.39189911,-110.4069977,NA,US
KFBY,small_airport,Fairbury Municipal Airport,40.18299866,-97.16929626,NA,US
KFCH,small_airport,Fresno Chandler Executive Airport,36.732399,-119.82,NA,US
KFCM,small_airport,Flying Cloud Airport,44.82720184,-93.45709991,NA,US
KFCY,small_airport,Forrest City Municipal Airport,34.94200134,-90.77500153,NA,US
KFDK,small_airport,Frederick Municipal Airport,39.41759872,-77.3742981,NA,US
KFDR,small_airport,Frederick Regional Airport,34.35200119,-98.98390198,NA,US
KFEP,small_airport,Albertus Airport,42.24620056,-89.58200073,NA,US
KFET,small_airport,Fremont Municipal Airport,41.44910049,-96.52020264,NA,US
KFFA,small_airport,First Flight Airport,36.01819992,-75.6713028,NA,US
KFFL,small_airport,Fairfield Municipal Airport,41.053024,-91.980114,NA,US
KFFM,small_airport,Fergus Falls Municipal Airport - Einar Mickelson Field,46.28440094,-96.15670013,NA,US
KFFT,small_airport,Capital City Airport,38.18249893,-84.90470123,NA,US
KFFZ,small_airport,Falcon Field,33.46080017,-111.7279968,NA,US
KFHR,small_airport,Friday Harbor Airport,48.52199936,-123.0240021,NA,US
KFKN,small_airport,Franklin Regional Airport,36.698101,-76.903801,NA,US
KFLD,small_airport,Fond du Lac County Airport,43.77119827,-88.48840332,NA,US
KFLP,small_airport,Marion County Regional Airport,36.29090118,-92.59030151,NA,US
KFLV,small_airport,Sherman Army Air Field,39.36830139,-94.91470337,NA,US
KFLX,small_airport,Fallon Municipal Airport,39.49909973,-118.7490005,NA,US
KFMH,small_airport,Cape Cod Coast Guard Air Station,41.657899,-70.52163,NA,US
KFNL,small_airport,Northern Colorado Regional Airport,40.448763,-105.011244,NA,US
KFOK,small_airport,Francis S Gabreski Airport,40.84370041,-72.63179779,NA,US
KFOM,small_airport,Fillmore Municipal Airport,38.95830154,-112.362999,NA,US
KFRH,small_airport,French Lick Municipal Airport,38.50619888,-86.63690186,NA,US
KFRM,small_airport,Fairmont Municipal Airport,43.64390183,-94.41560364,NA,US
KFRR,small_airport,Front Royal Warren County Airport,38.91749954,-78.25350189,NA,US
KFSK,small_airport,Fort Scott Municipal Airport,37.79840088,-94.76940155,NA,US
KFSU,small_airport,Fort Sumner Municipal Airport,34.48339844,-104.2170029,NA,US
KFSW,small_airport,Fort Madison Municipal Airport,40.659113,-91.327763,NA,US
KFUL,small_airport,Fullerton Municipal Airport,33.87200165,-117.9800034,NA,US
KFVE,small_airport,Northern Aroostook Regional Airport,47.28549957,-68.31279755,NA,US
KFXY,small_airport,Forest City Municipal Airport,43.23469925,-93.62409973,NA,US
KFYM,small_airport,Fayetteville Municipal Airport,35.05970001,-86.56400299,NA,US
KGAD,small_airport,Northeast Alabama Regional Airport,33.972599,-86.088996,NA,US
KGAG,small_airport,Gage Airport,36.29550171,-99.77639771,NA,US
KGAI,small_airport,Montgomery County Airpark,39.168301,-77.166,NA,US
KGBD,small_airport,Great Bend Municipal Airport,38.34429932,-98.85919952,NA,US
KGBG,small_airport,Galesburg Municipal Airport,40.93799973,-90.43109894,NA,US
KGBR,small_airport,Walter J. Koladza Airport,42.18420029,-73.40319824,NA,US
KGCD,small_airport,Grant Co Regional/Ogilvie Field,44.40420151,-118.9629974,NA,US
KGCY,small_airport,Greeneville Municipal Airport,36.195648,-82.811482,NA,US
KGDM,small_airport,Gardner Municipal Airport,42.54999924,-72.01609802,NA,US
KGDW,small_airport,Gladwin Zettel Memorial Airport,43.97060013,-84.47499847,NA,US
KGED,small_airport,Delaware Coastal Airport,38.689201,-75.358902,NA,US
KGEY,small_airport,South Big Horn County Airport,44.51679993,-108.0830002,NA,US
KGGE,small_airport,Georgetown County Airport,33.31169891,-79.31960297,NA,US
KGHM,small_airport,Centerville Municipal Airport,35.83739853,-87.44539642,NA,US
KGIF,small_airport,Winter Haven Regional Airport - Gilbert Field,28.062901,-81.753304,NA,US
KGKJ,small_airport,Port Meadville Airport,41.626499,-80.214699,NA,US
KGKT,small_airport,Gatlinburg-Pigeon Forge Airport,35.85779953,-83.52870178,NA,US
KGLE,small_airport,Gainesville Municipal Airport,33.65140152,-97.1969986,NA,US
KGLR,small_airport,Gaylord Regional Airport,45.01350021,-84.70359802,NA,US
KGLW,small_airport,Glasgow Municipal Airport,37.03179932,-85.9536972,NA,US
KGNG,small_airport,Gooding Municipal Airport,42.91719818,-114.7649994,NA,US
KGNT,small_airport,Grants-Milan Municipal Airport,35.16730118,-107.9020004,NA,US
KGOK,small_airport,Guthrie-Edmond Regional Airport,35.84980011,-97.41560364,NA,US
KGPZ,small_airport,Grand Rapids Itasca Co-Gordon Newstrom field,47.21110153,-93.50980377,NA,US
KGQQ,small_airport,Galion Municipal Airport,40.7533989,-82.72380066,NA,US
KGRD,small_airport,Greenwood County Airport,34.24869919,-82.15910339,NA,US
KGRE,small_airport,Greenville Airport,38.836844,-89.376525,NA,US
KGRN,small_airport,Gordon Municipal Airport,42.80599976,-102.1750031,NA,US
KGSH,small_airport,Goshen Municipal Airport,41.52640152,-85.79290009,NA,US
KGTG,small_airport,Grantsburg Municipal Airport,45.79809952,-92.66439819,NA,US
KGUC,small_airport,Gunnison Crested Butte Regional Airport,38.53390121,-106.9329987,NA,US
KGVL,small_airport,Lee Gilmer Memorial Airport,34.27259827,-83.8302002,NA,US
KGVT,small_airport,Majors Airport,33.06779861,-96.06529999,NA,US
KGW,small_airport,Kagi Airport,-9.135916667,147.6694444,OC,PG
KGWS,small_airport,Glenwood Springs Municipal Airport,39.50830078,-107.310997,NA,US
KGX,small_airport,Grayling Airport,62.895187,-160.066289,NA,US
KGXY,small_airport,Greeley-Weld County Airport,40.43740082,-104.6330032,NA,US
KGYH,small_airport,Donaldson Field Airport,34.758301,-82.376404,NA,US
KGYI,small_airport,North Texas Regional Airport/Perrin Field,33.71409988,-96.67369843,NA,US
KGYR,small_airport,Phoenix Goodyear Airport,33.42250061,-112.3759995,NA,US
KGZ,small_airport,Glacier Creek Airport,61.45510101,-142.3809967,NA,US
KH-0001,small_airport,Dara Sakor International Airport,10.914244,103.226652,AS,KH
KHAB,small_airport,Marion County Rankin Fite Airport,34.11759949,-87.99819946,NA,US
KHAF,small_airport,Half Moon Bay Airport,37.51340103,-122.5009995,NA,US
KHAI,small_airport,Three Rivers Municipal Dr Haines Airport,41.95980072,-85.59339905,NA,US
KHAO,small_airport,Butler Co Regional Airport - Hogan Field,39.36380005,-84.52200317,NA,US
KHDE,small_airport,Brewster Field,40.452099,-99.336502,NA,US
KHDN,small_airport,Yampa Valley Airport,40.48120117,-107.2180023,NA,US
KHEE,small_airport,Thompson-Robbins Airport,34.576571,-90.67616,NA,US
KHEF,small_airport,Manassas Regional Airport/Harry P. Davis Field,38.72140121,-77.51540375,NA,US
KHEZ,small_airport,Natchez-Adams County Airport / Hardy-Anders Field,31.614817,-91.297331,NA,US
KHFF,small_airport,Mackall Army Air Field,35.036087,-79.498615,NA,US
KHHW,small_airport,Stan Stamper Municipal Airport,34.03480148,-95.54190063,NA,US
KHIE,small_airport,Mount Washington Regional Airport,44.36752,-71.545765,NA,US
KHKA,small_airport,Blytheville Municipal Airport,35.94039917,-89.83080292,NA,US
KHKS,small_airport,Hawkins Field,32.33449936,-90.22219849,NA,US
KHLB,small_airport,Hillenbrand Industries Airport,39.3445015,-85.25830078,NA,US
KHLC,small_airport,Hill City Municipal Airport,39.37879944,-99.83149719,NA,US
KHLM,small_airport,Park Township Airport,42.795898,-86.162003,NA,US
KHMT,small_airport,Hemet Ryan Airport,33.73400116,-117.0230026,NA,US
KHNB,small_airport,Huntingburg Airport,38.24900055,-86.9536972,NA,US
KHND,small_airport,Henderson Executive Airport,35.97280121,-115.1340027,NA,US
KHPT,small_airport,Hampton Municipal Airport,42.72370148,-93.2263031,NA,US
KHPY,small_airport,Baytown Airport,29.78610039,-94.95269775,NA,US
KHRI,small_airport,Hermiston Municipal Airport,45.828223,-119.259024,NA,US
KHSB,small_airport,Harrisburg-Raleigh Airport,37.81129837,-88.5503006,NA,US
KHSE,small_airport,Billy Mitchell Airport,35.23279953,-75.61779785,NA,US
KHSG,small_airport,Hot Springs County Airport,43.713602,-108.389687,NA,US
KHSI,small_airport,Hastings Municipal Airport,40.6053009,-98.42790222,NA,US
KHSP,small_airport,Ingalls Field,37.95140076,-79.83390045,NA,US
KHTH,small_airport,Hawthorne Industrial Airport,38.544399,-118.634002,NA,US
KHTL,small_airport,Roscommon County - Blodgett Memorial Airport,44.359798,-84.671095,NA,US
KHTO,small_airport,East Hampton Town Airport,40.959599,-72.251801,NA,US
KHTW,small_airport,Lawrence County Airpark,38.4193,-82.494301,NA,US
KHUM,small_airport,Houma Terrebonne Airport,29.56649971,-90.66040039,NA,US
KHVE,small_airport,Hanksville Airport,38.41799927,-110.7040024,NA,US
KHVS,small_airport,Hartsville Regional Airport,34.40309906,-80.11920166,NA,US
KHWD,small_airport,Hayward Executive Airport,37.65919876,-122.1220016,NA,US
KHWO,small_airport,North Perry Airport,26.0012,-80.2407,NA,US
KHWV,small_airport,Brookhaven Airport,40.82189941,-72.86940002,NA,US
KHXD,small_airport,Hilton Head Airport,32.22439957,-80.69750214,NA,US
KHZL,small_airport,Hazleton Municipal Airport,40.98680115,-75.99490356,NA,US
KICL,small_airport,Schenck Field,40.72180176,-95.02639771,NA,US
KIDI,small_airport,Indiana County/Jimmy Stewart Fld/ Airport,40.63219833,-79.10549927,NA,US
KIDP,small_airport,Independence Municipal Airport,37.15840149,-95.77839661,NA,US
KIEN,small_airport,Pine Ridge Airport,43.02249908,-102.5110016,NA,US
KIFA,small_airport,Iowa Falls Municipal Airport,42.47079849,-93.26999664,NA,US
KIL,small_airport,Kilwa Airport,-9.2886,28.3269,AF,CD
KILE,small_airport,Skylark Field,31.08580017,-97.68650055,NA,US
KIML,small_airport,Imperial Municipal Airport,40.50930023,-101.6210022,NA,US
KIMM,small_airport,Immokalee Regional Airport,26.427933,-81.403531,NA,US
KIMS,small_airport,Madison Municipal Airport,38.75889969,-85.46549988,NA,US
KIMT,small_airport,Ford Airport,45.81840134,-88.11450195,NA,US
KINS,small_airport,Creech Air Force Base,36.58720016,-115.6729965,NA,US
KIOW,small_airport,Iowa City Municipal Airport,41.6391983,-91.54650116,NA,US
KIQ,small_airport,Kira Airport,-8.065111111,147.3320278,OC,PG
KIRS,small_airport,Kirsch Municipal Airport,41.81330109,-85.43900299,NA,US
KISQ,small_airport,Schoolcraft County Airport,45.97460175,-86.17179871,NA,US
KISW,small_airport,Alexander Field South Wood County Airport,44.36029816,-89.83899689,NA,US
KIWD,small_airport,Gogebic Iron County Airport,46.5275,-90.131401,NA,US
KIWI,small_airport,Wiscasset Airport,43.96139908,-69.71260071,NA,US
KIWS,small_airport,West Houston Airport,29.818199,-95.6726,NA,US
KIXD,small_airport,New Century Aircenter Airport,38.83089828,-94.89029694,NA,US
KIYK,small_airport,Inyokern Airport,35.65879822,-117.8300018,NA,US
KIZA,small_airport,Santa Ynez Airport,34.60680008,-120.0759964,NA,US
KIZG,small_airport,Eastern Slopes Regional Airport,43.99110031,-70.94789886,NA,US
KJAS,small_airport,Jasper County Airport Bell Field,30.8857,-94.034897,NA,US
KJDN,small_airport,Jordan Airport,47.3288002,-106.9530029,NA,US
KJEF,small_airport,Jefferson City Memorial Airport,38.59120178,-92.15609741,NA,US
KJKA,small_airport,Jack Edwards National Airport,30.290501,-87.671799,NA,US
KJOT,small_airport,Joliet Regional Airport,41.51779938,-88.17549896,NA,US
KJSO,small_airport,Cherokee County Airport,31.86930084,-95.2173996,NA,US
KJVL,small_airport,Southern Wisconsin Regional Airport,42.62030029,-89.04160309,NA,US
KJX,small_airport,Blang Pidie Airport,3.735749,96.790109,AS,ID
KKIC,small_airport,Mesa Del Rey Airport,36.22800064,-121.1220016,NA,US
KKU,small_airport,Ekuk Airport,58.81119919,-158.5590057,NA,US
KL06,small_airport,Furnace Creek Airport,36.463799,-116.880997,NA,US
KL08,small_airport,Borrego Valley Airport,33.25899887,-116.3209991,NA,US
KL35,small_airport,Big Bear City Airport,34.26380157,-116.8560028,NA,US
KL72,small_airport,Trona Airport,35.8125,-117.3270035,NA,US
KLAM,small_airport,Los Alamos Airport,35.87979889,-106.2689972,NA,US
KLCI,small_airport,Laconia Municipal Airport,43.572701,-71.4189,NA,US
KLCQ,small_airport,Lake City Gateway Airport,30.18199921,-82.57689667,NA,US
KLDJ,small_airport,Linden Airport,40.61740112,-74.24459839,NA,US
KLDM,small_airport,Mason County Airport,43.96250153,-86.40789795,NA,US
KLEM,small_airport,Lemmon Municipal Airport,45.91870117,-102.1060028,NA,US
KLEW,small_airport,Auburn Lewiston Municipal Airport,44.04850006,-70.28350067,NA,US
KLGC,small_airport,LaGrange Callaway Airport,33.008873,-85.074331,NA,US
KLGD,small_airport,La Grande/Union County Airport,45.29019928,-118.0070038,NA,US
KLGF,small_airport,Laguna Army Airfield,32.86000061,-114.3970032,NA,US
KLHV,small_airport,William T. Piper Memorial Airport,41.13560104,-77.42230225,NA,US
KLHW,small_airport,MidCoast Regional Airport at Wright Army Airfield,31.891237,-81.561003,NA,US
KLHZ,small_airport,Triangle North Executive Airport,36.0233,-78.330299,NA,US
KLIC,small_airport,Limon Municipal Airport,39.27479935,-103.6660004,NA,US
KLKP,small_airport,Lake Placid Airport,44.26449966,-73.9618988,NA,US
KLKU,small_airport,Louisa County Airport/Freeman Field,38.00979996,-77.9701004,NA,US
KLKV,small_airport,Lake County Airport,42.16109848,-120.3990021,NA,US
KLLJ,small_airport,Challis Airport,44.522999,-114.218002,NA,US
KLMS,small_airport,Louisville Winston County Airport,33.14619827,-89.0625,NA,US
KLNA,small_airport,Palm Beach County Park Airport,26.59300041,-80.08509827,NA,US
KLNN,small_airport,Lake County Executive Airport,41.683998,-81.389702,NA,US
KLNP,small_airport,Lonesome Pine Airport,36.98749924,-82.52999878,NA,US
KLNR,small_airport,Tri-County Regional Airport,43.21170044,-90.18160248,NA,US
KLOM,small_airport,Wings Field,40.13750076,-75.26509857,NA,US
KLOT,small_airport,Lewis University Airport,41.6072998,-88.09619904,NA,US
KLPC,small_airport,Lompoc Airport,34.66559982,-120.4680023,NA,US
KLQK,small_airport,Pickens County Airport,34.81000137,-82.70290375,NA,US
KLRJ,small_airport,Le Mars Municipal Airport,42.77799988,-96.1937027,NA,US
KLSB,small_airport,Lordsburg Municipal Airport,32.33349991,-108.6920013,NA,US
KLSK,small_airport,Lusk Municipal Airport,42.75379944,-104.4049988,NA,US
KLSN,small_airport,Los Banos Municipal Airport,37.06290054,-120.8690033,NA,US
KLUL,small_airport,Hesler Noble Field,31.67259979,-89.17220306,NA,US
KLVK,small_airport,Livermore Municipal Airport,37.69340134,-121.8199997,NA,US
KLVL,small_airport,Brunswick Municipal Airport,36.7728,-77.794296,NA,US
KLWC,small_airport,Lawrence Municipal Airport,39.01119995,-95.21659851,NA,US
KLWL,small_airport,Wells Municipal Airport/Harriet Field,41.11709976,-114.9219971,NA,US
KLWV,small_airport,Lawrenceville Vincennes International Airport,38.7643013,-87.60549927,NA,US
KLXN,small_airport,Jim Kelly Field,40.79100037,-99.77729797,NA,US
KLXV,small_airport,Lake County Airport,39.22029877,-106.3170013,NA,US
KLYO,small_airport,Lyons-Rice County Municipal Airport,38.34280014,-98.22689819,NA,US
KLZU,small_airport,Gwinnett County Briscoe Field,33.97809982,-83.96240234,NA,US
KM13,small_airport,Poplarville Pearl River County Airport,30.7859993,-89.50450134,NA,US
KM75,small_airport,Malta Airport,48.3669014,-107.9189987,NA,US
KMAC,small_airport,Macon Downtown Airport,32.82210159,-83.56199646,NA,US
KMAE,small_airport,Madera Municipal Airport,36.98860168,-120.1119995,NA,US
KMAW,small_airport,Malden Regional Airport,36.6006012,-89.99220276,NA,US
KMB,small_airport,Koinambe Airport,-5.4875,144.6069444,OC,PG
KMBL,small_airport,Manistee County Blacker Airport,44.272738,-86.251945,NA,US
KMBO,small_airport,Bruce Campbell Field,32.438702,-90.103104,NA,US
KMBY,small_airport,Omar N Bradley Airport,39.464393,-92.428365,NA,US
KMCD,small_airport,Mackinac Island Airport,45.86489868,-84.63729858,NA,US
KMDD,small_airport,Midland Airpark,32.03649902,-102.1009979,NA,US
KMDS,small_airport,Madison Municipal Airport,44.01599884,-97.08589935,NA,US
KMDZ,small_airport,Taylor County Airport,45.10100174,-90.30329895,NA,US
KMEB,small_airport,Laurinburg Maxton Airport,34.791901,-79.365799,NA,US
KMEV,small_airport,Minden-Tahoe Airport,39.00030136,-119.7509995,NA,US
KMF,small_airport,Kamina Airport,-7.64925,145.9569444,OC,PG
KMFI,small_airport,Marshfield Municipal Airport,44.63690186,-90.18930054,NA,US
KMFV,small_airport,Accomack County Airport,37.64690018,-75.76110077,NA,US
KMGC,small_airport,Michigan City Municipal Airport,41.70330048,-86.82119751,NA,US
KMGJ,small_airport,Orange County Airport,41.50999832,-74.26460266,NA,US
KMGR,small_airport,Moultrie Municipal Airport,31.0848999,-83.80329895,NA,US
KMGY,small_airport,Dayton-Wright Brothers Airport,39.5890007,-84.22489929,NA,US
KMHE,small_airport,Mitchell Municipal Airport,43.77479935,-98.03859711,NA,US
KMHL,small_airport,Marshall Memorial Municipal Airport,39.09579849,-93.20290375,NA,US
KMHV,small_airport,Mojave Airport,35.05939865,-118.1520004,NA,US
KMIT,small_airport,Shafter Airport - Minter Field,35.507401,-119.192002,NA,US
KMJX,small_airport,Ocean County Airport,39.92750168,-74.29239655,NA,US
KMKY,small_airport,Marco Island Executive Airport,25.995001,-81.672501,NA,US
KMM,small_airport,Kimaam Airport,-7.978199959,138.852005,AS,ID
KMMH,small_airport,Mammoth Yosemite Airport,37.62409973,-118.8379974,NA,US
KMMI,small_airport,McMinn County Airport,35.39730072,-84.56259918,NA,US
KMML,small_airport,Southwest Minnesota Regional Airport - Marshall/Ryan Field,44.45050049,-95.82189941,NA,US
KMMS,small_airport,Selfs Airport,34.231499,-90.289597,NA,US
KMNM,small_airport,Menominee Regional Airport,45.126701,-87.638397,NA,US
KMNN,small_airport,Marion Municipal Airport,40.61619949,-83.06349945,NA,US
KMPI,small_airport,Mariposa Yosemite Airport,37.51089859,-120.0400009,NA,US
KMPJ,small_airport,Petit Jean Park Airport,35.138901,-92.909202,NA,US
KMPO,small_airport,Pocono Mountains Municipal Airport,41.136025,-75.379572,NA,US
KMPZ,small_airport,Mount Pleasant Municipal Airport,40.94660187,-91.51110077,NA,US
KMQB,small_airport,Macomb Municipal Airport,40.52009964,-90.65239716,NA,US
KMQI,small_airport,Dare County Regional Airport,35.91899872,-75.69550323,NA,US
KMQS,small_airport,Chester County G O Carlson Airport,39.97900009,-75.8655014,NA,US
KMRC,small_airport,Maury County Airport,35.55410004,-87.17890167,NA,US
KMRF,small_airport,Marfa Municipal Airport,30.369593,-104.015893,NA,US
KMRN,small_airport,Foothills Regional Airport,35.820202,-81.611397,NA,US
KMSV,small_airport,Sullivan County International Airport,41.701596,-74.794997,NA,US
KMTO,small_airport,Coles County Memorial Airport,39.477901,-88.279198,NA,US
KMTP,small_airport,Montauk Airport,41.0765,-71.920797,NA,US
KMTW,small_airport,Manitowoc County Airport,44.127116,-87.681983,NA,US
KMUT,small_airport,Muscatine Municipal Airport,41.367803,-91.148201,NA,US
KMVC,small_airport,Monroe County Aeroplex Airport,31.458,-87.350996,NA,US
KMVE,small_airport,Montevideo Chippewa County Airport,44.969101,-95.710297,NA,US
KMVL,small_airport,Morrisville-Stowe State Airport,44.534599,-72.613998,NA,US
KMVY,small_airport,Martha's Vineyard Airport,41.39310074,-70.61430359,NA,US
KMWA,small_airport,Veterans Airport of Southern Illinois,37.751208,-89.016568,NA,US
KMWC,small_airport,Lawrence J Timmerman Airport,43.110401,-88.034401,NA,US
KMWL,small_airport,Mineral Wells Regional Airport,32.781601,-98.060204,NA,US
KMWO,small_airport,Middletown Regional Airport,39.530998,-84.395302,NA,US
KMXA,small_airport,Manila Municipal Airport,35.894402,-90.154602,NA,US
KMYF,small_airport,Montgomery-Gibbs Executive Airport,32.8157,-117.139999,NA,US
KMZJ,small_airport,Pinal Airpark,32.51060104,-111.3280029,NA,US
KMZZ,small_airport,Marion Municipal Airport,40.48989868,-85.67970276,NA,US
KN03,small_airport,Cortland County Chase Field,42.59260178,-76.21489716,NA,US
KN23,small_airport,Sidney Municipal Airport,42.30260086,-75.41600037,NA,US
KN53,small_airport,Stroudsburg Pocono Airport,41.03580093,-75.16059875,NA,US
KNBJ,small_airport,Naval Outlying Field Barin,30.38909912,-87.63529968,NA,US
KNDY,small_airport,Dahlgren Naval Surface Warfare Center Airport,38.33250046,-77.03720093,NA,US
KNEN,small_airport,Whitehouse Naval Outlying Field,30.35390091,-81.87190247,NA,US
KNRS,small_airport,Naval Outlying Field Imperial Beach (Ream Field),32.5667,-117.116997,NA,US
KO02,small_airport,Nervino Airport,39.81850052,-120.3529968,NA,US
KO22,small_airport,Columbia Airport,38.03039932,-120.4150009,NA,US
